typus,et,note,compare,result
3948,none,empty in typus,#VALUE!,#VALUE!
3947,none,empty in typus,#VALUE!,#VALUE!
3946,none,empty in typus,#VALUE!,#VALUE!
3945,none,empty in typus,#VALUE!,#VALUE!
3944,none,empty in typus,#VALUE!,#VALUE!
3943,none,empty in typus,#VALUE!,#VALUE!
3942,none,empty in typus,#VALUE!,#VALUE!
3941,none,empty in typus,#VALUE!,#VALUE!
3940,none,empty in typus,#VALUE!,#VALUE!
3939,none,empty in typus,#VALUE!,#VALUE!
3938,none,empty in typus,#VALUE!,#VALUE!
3937,none,empty in typus,#VALUE!,#VALUE!
3936,none,empty in typus,#VALUE!,#VALUE!
3935,none,empty in typus,#VALUE!,#VALUE!
3934,none,empty in typus,#VALUE!,#VALUE!
3933,none,empty in typus,#VALUE!,#VALUE!
3932,none,empty in typus,#VALUE!,#VALUE!
3931,none,empty in typus,#VALUE!,#VALUE!
3930,none,empty in typus,#VALUE!,#VALUE!
3929,none,empty in typus,#VALUE!,#VALUE!
3928,none,empty in typus,#VALUE!,#VALUE!
3927,none,empty in typus,#VALUE!,#VALUE!
3926,none,empty in typus,#VALUE!,#VALUE!
3925,none,empty in typus,#VALUE!,#VALUE!
3924,none,empty in typus,#VALUE!,#VALUE!
3923,none,empty in typus,#VALUE!,#VALUE!
3922,none,empty in typus,#VALUE!,#VALUE!
3921,none,empty in typus,#VALUE!,#VALUE!
3920,none,empty in typus,#VALUE!,#VALUE!
3919,none,empty in typus,#VALUE!,#VALUE!
3918,none,empty in typus,#VALUE!,#VALUE!
3917,none,empty in typus,#VALUE!,#VALUE!
3916,none,empty in typus,#VALUE!,#VALUE!
3915,none,empty in typus,#VALUE!,#VALUE!
3914,none,empty in typus,#VALUE!,#VALUE!
3913,none,empty in typus,#VALUE!,#VALUE!
3912,none,empty in typus,#VALUE!,#VALUE!
3911,none,empty in typus,#VALUE!,#VALUE!
3910,none,empty in typus,#VALUE!,#VALUE!
3909,none,empty in typus,#VALUE!,#VALUE!
3908,none,empty in typus,#VALUE!,#VALUE!
3907,none,empty in typus,#VALUE!,#VALUE!
3906,none,empty in typus,#VALUE!,#VALUE!
3905,none,empty in typus,#VALUE!,#VALUE!
3904,none,empty in typus,#VALUE!,#VALUE!
3903,none,empty in typus,#VALUE!,#VALUE!
3902,none,empty in typus,#VALUE!,#VALUE!
3901,none,empty in typus,#VALUE!,#VALUE!
3900,none,empty in typus,#VALUE!,#VALUE!
3899,none,empty in typus,#VALUE!,#VALUE!
3898,none,empty in typus,#VALUE!,#VALUE!
3897,none,empty in typus,#VALUE!,#VALUE!
3896,none,empty in typus,#VALUE!,#VALUE!
3895,none,empty in typus,#VALUE!,#VALUE!
3894,none,empty in typus,#VALUE!,#VALUE!
3893,none,empty in typus,#VALUE!,#VALUE!
3892,none,empty in typus,#VALUE!,#VALUE!
3891,none,empty in typus,#VALUE!,#VALUE!
3890,none,empty in typus,#VALUE!,#VALUE!
3889,none,empty in typus,#VALUE!,#VALUE!
3888,none,empty in typus,#VALUE!,#VALUE!
3887,none,empty in typus,#VALUE!,#VALUE!
3886,none,empty in typus,#VALUE!,#VALUE!
3885,none,empty in typus,#VALUE!,#VALUE!
3884,none,empty in typus,#VALUE!,#VALUE!
3883,none,empty in typus,#VALUE!,#VALUE!
3882,none,empty in typus,#VALUE!,#VALUE!
3881,none,empty in typus,#VALUE!,#VALUE!
3880,none,empty in typus,#VALUE!,#VALUE!
3879,none,empty in typus,#VALUE!,#VALUE!
3878,none,empty in typus,#VALUE!,#VALUE!
3877,none,empty in typus,#VALUE!,#VALUE!
3876,none,empty in typus,#VALUE!,#VALUE!
3875,none,empty in typus,#VALUE!,#VALUE!
3874,none,empty in typus,#VALUE!,#VALUE!
3873,none,empty in typus,#VALUE!,#VALUE!
3872,none,empty in typus,#VALUE!,#VALUE!
3871,none,empty in typus,#VALUE!,#VALUE!
3870,none,empty in typus,#VALUE!,#VALUE!
3869,none,empty in typus,#VALUE!,#VALUE!
3868,none,empty in typus,#VALUE!,#VALUE!
3867,none,empty in typus,#VALUE!,#VALUE!
3866,none,empty in typus,#VALUE!,#VALUE!
3865,none,empty in typus,#VALUE!,#VALUE!
3864,none,empty in typus,#VALUE!,#VALUE!
3863,none,empty in typus,#VALUE!,#VALUE!
3862,none,empty in typus,#VALUE!,#VALUE!
3861,none,empty in typus,#VALUE!,#VALUE!
3860,none,empty in typus,#VALUE!,#VALUE!
3859,none,empty in typus,#VALUE!,#VALUE!
3858,none,empty in typus,#VALUE!,#VALUE!
3857,none,empty in typus,#VALUE!,#VALUE!
3856,none,empty in typus,#VALUE!,#VALUE!
3855,none,empty in typus,#VALUE!,#VALUE!
3854,none,empty in typus,#VALUE!,#VALUE!
3853,none,empty in typus,#VALUE!,#VALUE!
3852,none,empty in typus,#VALUE!,#VALUE!
3851,none,empty in typus,#VALUE!,#VALUE!
3850,none,empty in typus,#VALUE!,#VALUE!
3849,none,empty in typus,#VALUE!,#VALUE!
3848,none,empty in typus,#VALUE!,#VALUE!
3847,none,empty in typus,#VALUE!,#VALUE!
3846,none,empty in typus,#VALUE!,#VALUE!
3845,none,empty in typus,#VALUE!,#VALUE!
3844,none,empty in typus,#VALUE!,#VALUE!
3843,none,empty in typus,#VALUE!,#VALUE!
3842,none,empty in typus,#VALUE!,#VALUE!
3841,none,empty in typus,#VALUE!,#VALUE!
3840,none,empty in typus,#VALUE!,#VALUE!
3839,none,empty in typus,#VALUE!,#VALUE!
3838,none,empty in typus,#VALUE!,#VALUE!
3837,none,empty in typus,#VALUE!,#VALUE!
3836,none,empty in typus,#VALUE!,#VALUE!
3835,none,empty in typus,#VALUE!,#VALUE!
3834,none,empty in typus,#VALUE!,#VALUE!
3833,none,empty in typus,#VALUE!,#VALUE!
3832,none,empty in typus,#VALUE!,#VALUE!
3831,none,empty in typus,#VALUE!,#VALUE!
3830,none,empty in typus,#VALUE!,#VALUE!
3829,none,empty in typus,#VALUE!,#VALUE!
3828,none,empty in typus,#VALUE!,#VALUE!
3827,none,empty in typus,#VALUE!,#VALUE!
3826,none,empty in typus,#VALUE!,#VALUE!
3825,none,empty in typus,#VALUE!,#VALUE!
3824,none,empty in typus,#VALUE!,#VALUE!
3823,none,empty in typus,#VALUE!,#VALUE!
3822,none,empty in typus,#VALUE!,#VALUE!
3821,none,empty in typus,#VALUE!,#VALUE!
3820,none,empty in typus,#VALUE!,#VALUE!
3819,none,empty in typus,#VALUE!,#VALUE!
3818,none,empty in typus,#VALUE!,#VALUE!
3817,none,empty in typus,#VALUE!,#VALUE!
3816,none,empty in typus,#VALUE!,#VALUE!
3815,none,empty in typus,#VALUE!,#VALUE!
3814,none,empty in typus,#VALUE!,#VALUE!
3813,none,empty in typus,#VALUE!,#VALUE!
3812,none,empty in typus,#VALUE!,#VALUE!
3811,none,empty in typus,#VALUE!,#VALUE!
3810,none,empty in typus,#VALUE!,#VALUE!
3809,none,empty in typus,#VALUE!,#VALUE!
3808,none,empty in typus,#VALUE!,#VALUE!
3807,none,empty in typus,#VALUE!,#VALUE!
3806,none,empty in typus,#VALUE!,#VALUE!
3805,none,empty in typus,#VALUE!,#VALUE!
3804,none,empty in typus,#VALUE!,#VALUE!
3803,none,empty in typus,#VALUE!,#VALUE!
3802,none,empty in typus,#VALUE!,#VALUE!
3801,none,empty in typus,#VALUE!,#VALUE!
3800,none,empty in typus,#VALUE!,#VALUE!
3799,none,empty in typus,#VALUE!,#VALUE!
3798,none,empty in typus,#VALUE!,#VALUE!
3797,none,empty in typus,#VALUE!,#VALUE!
3796,none,empty in typus,#VALUE!,#VALUE!
3795,none,empty in typus,#VALUE!,#VALUE!
3794,none,empty in typus,#VALUE!,#VALUE!
3793,none,empty in typus,#VALUE!,#VALUE!
3792,none,empty in typus,#VALUE!,#VALUE!
3791,none,empty in typus,#VALUE!,#VALUE!
3790,none,empty in typus,#VALUE!,#VALUE!
3789,none,empty in typus,#VALUE!,#VALUE!
3788,none,empty in typus,#VALUE!,#VALUE!
3787,none,empty in typus,#VALUE!,#VALUE!
3786,none,empty in typus,#VALUE!,#VALUE!
3785,none,empty in typus,#VALUE!,#VALUE!
3784,none,empty in typus,#VALUE!,#VALUE!
3783,none,empty in typus,#VALUE!,#VALUE!
3782,none,empty in typus,#VALUE!,#VALUE!
3781,none,empty in typus,#VALUE!,#VALUE!
3780,none,empty in typus,#VALUE!,#VALUE!
3779,none,empty in typus,#VALUE!,#VALUE!
3778,none,empty in typus,#VALUE!,#VALUE!
3777,none,empty in typus,#VALUE!,#VALUE!
3776,none,empty in typus,#VALUE!,#VALUE!
3775,none,empty in typus,#VALUE!,#VALUE!
3774,none,empty in typus,#VALUE!,#VALUE!
3773,none,empty in typus,#VALUE!,#VALUE!
3772,none,empty in typus,#VALUE!,#VALUE!
3771,none,empty in typus,#VALUE!,#VALUE!
3770,none,empty in typus,#VALUE!,#VALUE!
3769,none,empty in typus,#VALUE!,#VALUE!
3768,none,empty in typus,#VALUE!,#VALUE!
3767,none,empty in typus,#VALUE!,#VALUE!
3766,none,empty in typus,#VALUE!,#VALUE!
3765,none,empty in typus,#VALUE!,#VALUE!
3764,none,empty in typus,#VALUE!,#VALUE!
3763,none,empty in typus,#VALUE!,#VALUE!
3762,none,empty in typus,#VALUE!,#VALUE!
3761,none,empty in typus,#VALUE!,#VALUE!
3760,none,empty in typus,#VALUE!,#VALUE!
3759,none,empty in typus,#VALUE!,#VALUE!
3758,none,empty in typus,#VALUE!,#VALUE!
3757,none,empty in typus,#VALUE!,#VALUE!
3756,none,empty in typus,#VALUE!,#VALUE!
3755,none,empty in typus,#VALUE!,#VALUE!
3754,none,empty in typus,#VALUE!,#VALUE!
3753,none,empty in typus,#VALUE!,#VALUE!
3752,none,empty in typus,#VALUE!,#VALUE!
3751,none,empty in typus,#VALUE!,#VALUE!
3750,none,empty in typus,#VALUE!,#VALUE!
3749,none,empty in typus,#VALUE!,#VALUE!
3748,none,empty in typus,#VALUE!,#VALUE!
3747,none,empty in typus,#VALUE!,#VALUE!
3746,none,empty in typus,#VALUE!,#VALUE!
3745,none,empty in typus,#VALUE!,#VALUE!
3744,none,empty in typus,#VALUE!,#VALUE!
3743,none,empty in typus,#VALUE!,#VALUE!
3742,none,empty in typus,#VALUE!,#VALUE!
3741,none,empty in typus,#VALUE!,#VALUE!
3740,none,empty in typus,#VALUE!,#VALUE!
3739,none,empty in typus,#VALUE!,#VALUE!
3738,none,empty in typus,#VALUE!,#VALUE!
3737,none,empty in typus,#VALUE!,#VALUE!
3736,none,empty in typus,#VALUE!,#VALUE!
3735,none,empty in typus,#VALUE!,#VALUE!
3734,none,empty in typus,#VALUE!,#VALUE!
3733,none,empty in typus,#VALUE!,#VALUE!
3732,none,empty in typus,#VALUE!,#VALUE!
3731,none,empty in typus,#VALUE!,#VALUE!
3730,none,empty in typus,#VALUE!,#VALUE!
3729,none,empty in typus,#VALUE!,#VALUE!
3728,none,empty in typus,#VALUE!,#VALUE!
3727,none,empty in typus,#VALUE!,#VALUE!
3726,none,empty in typus,#VALUE!,#VALUE!
3725,none,empty in typus,#VALUE!,#VALUE!
3724,none,empty in typus,#VALUE!,#VALUE!
3723,none,empty in typus,#VALUE!,#VALUE!
3722,none,empty in typus,#VALUE!,#VALUE!
3721,none,empty in typus,#VALUE!,#VALUE!
3720,none,empty in typus,#VALUE!,#VALUE!
3719,none,empty in typus,#VALUE!,#VALUE!
3718,none,empty in typus,#VALUE!,#VALUE!
3717,none,empty in typus,#VALUE!,#VALUE!
3716,none,empty in typus,#VALUE!,#VALUE!
3715,none,empty in typus,#VALUE!,#VALUE!
3714,none,empty in typus,#VALUE!,#VALUE!
3713,none,empty in typus,#VALUE!,#VALUE!
3712,none,empty in typus,#VALUE!,#VALUE!
3711,none,empty in typus,#VALUE!,#VALUE!
3710,none,empty in typus,#VALUE!,#VALUE!
3709,none,empty in typus,#VALUE!,#VALUE!
3708,none,empty in typus,#VALUE!,#VALUE!
3707,none,empty in typus,#VALUE!,#VALUE!
3706,none,empty in typus,#VALUE!,#VALUE!
3705,none,empty in typus,#VALUE!,#VALUE!
3704,none,empty in typus,#VALUE!,#VALUE!
3703,none,empty in typus,#VALUE!,#VALUE!
3702,none,empty in typus,#VALUE!,#VALUE!
3701,none,empty in typus,#VALUE!,#VALUE!
3700,none,empty in typus,#VALUE!,#VALUE!
3699,none,empty in typus,#VALUE!,#VALUE!
3698,none,empty in typus,#VALUE!,#VALUE!
3697,none,empty in typus,#VALUE!,#VALUE!
3696,none,empty in typus,#VALUE!,#VALUE!
3695,none,empty in typus,#VALUE!,#VALUE!
3694,none,empty in typus,#VALUE!,#VALUE!
3693,none,empty in typus,#VALUE!,#VALUE!
3692,none,empty in typus,#VALUE!,#VALUE!
3691,none,empty in typus,#VALUE!,#VALUE!
3690,none,empty in typus,#VALUE!,#VALUE!
3689,none,empty in typus,#VALUE!,#VALUE!
3688,none,empty in typus,#VALUE!,#VALUE!
3687,none,empty in typus,#VALUE!,#VALUE!
3686,none,empty in typus,#VALUE!,#VALUE!
3685,none,empty in typus,#VALUE!,#VALUE!
3684,none,empty in typus,#VALUE!,#VALUE!
3683,none,empty in typus,#VALUE!,#VALUE!
3682,none,empty in typus,#VALUE!,#VALUE!
3681,none,empty in typus,#VALUE!,#VALUE!
3680,none,empty in typus,#VALUE!,#VALUE!
3679,none,empty in typus,#VALUE!,#VALUE!
3678,none,empty in typus,#VALUE!,#VALUE!
3677,none,empty in typus,#VALUE!,#VALUE!
3676,none,empty in typus,#VALUE!,#VALUE!
3675,none,empty in typus,#VALUE!,#VALUE!
3674,none,empty in typus,#VALUE!,#VALUE!
3673,none,empty in typus,#VALUE!,#VALUE!
3672,none,empty in typus,#VALUE!,#VALUE!
3671,none,empty in typus,#VALUE!,#VALUE!
3670,none,empty in typus,#VALUE!,#VALUE!
3669,none,empty in typus,#VALUE!,#VALUE!
3668,none,empty in typus,#VALUE!,#VALUE!
3667,none,empty in typus,#VALUE!,#VALUE!
3666,none,empty in typus,#VALUE!,#VALUE!
3665,none,empty in typus,#VALUE!,#VALUE!
3664,none,empty in typus,#VALUE!,#VALUE!
3663,none,empty in typus,#VALUE!,#VALUE!
3662,none,empty in typus,#VALUE!,#VALUE!
3661,none,empty in typus,#VALUE!,#VALUE!
3660,none,empty in typus,#VALUE!,#VALUE!
3659,none,empty in typus,#VALUE!,#VALUE!
3658,none,empty in typus,#VALUE!,#VALUE!
3657,none,empty in typus,#VALUE!,#VALUE!
3656,none,empty in typus,#VALUE!,#VALUE!
3655,none,empty in typus,#VALUE!,#VALUE!
3654,none,empty in typus,#VALUE!,#VALUE!
3653,none,empty in typus,#VALUE!,#VALUE!
3652,none,empty in typus,#VALUE!,#VALUE!
3651,none,empty in typus,#VALUE!,#VALUE!
3650,none,empty in typus,#VALUE!,#VALUE!
3649,none,empty in typus,#VALUE!,#VALUE!
3648,none,empty in typus,#VALUE!,#VALUE!
3647,none,empty in typus,#VALUE!,#VALUE!
3646,none,empty in typus,#VALUE!,#VALUE!
3645,none,empty in typus,#VALUE!,#VALUE!
3644,none,empty in typus,#VALUE!,#VALUE!
3643,none,empty in typus,#VALUE!,#VALUE!
3642,none,empty in typus,#VALUE!,#VALUE!
3641,none,empty in typus,#VALUE!,#VALUE!
3640,none,empty in typus,#VALUE!,#VALUE!
3639,none,empty in typus,#VALUE!,#VALUE!
3638,none,empty in typus,#VALUE!,#VALUE!
3637,none,empty in typus,#VALUE!,#VALUE!
3636,none,empty in typus,#VALUE!,#VALUE!
3635,none,empty in typus,#VALUE!,#VALUE!
3634,none,empty in typus,#VALUE!,#VALUE!
3633,none,empty in typus,#VALUE!,#VALUE!
3632,none,empty in typus,#VALUE!,#VALUE!
3631,none,empty in typus,#VALUE!,#VALUE!
3630,none,empty in typus,#VALUE!,#VALUE!
3629,none,empty in typus,#VALUE!,#VALUE!
3628,none,empty in typus,#VALUE!,#VALUE!
3627,none,empty in typus,#VALUE!,#VALUE!
3626,none,empty in typus,#VALUE!,#VALUE!
3625,none,empty in typus,#VALUE!,#VALUE!
3624,none,empty in typus,#VALUE!,#VALUE!
3623,none,empty in typus,#VALUE!,#VALUE!
3622,none,empty in typus,#VALUE!,#VALUE!
3621,none,empty in typus,#VALUE!,#VALUE!
3620,none,empty in typus,#VALUE!,#VALUE!
3619,3148,solved,471,FALSE
3618,3154,solved,464,FALSE
3617,3088,solved,529,FALSE
3616,3161,solved,455,FALSE
3615,none,solved,#VALUE!,#VALUE!
3614,3162,solved,452,FALSE
3613,3080,solved,533,FALSE
3612,3089,solved,523,FALSE
3611,3166,solved,445,FALSE
3610,3087,solved,523,FALSE
3609,3167,solved,442,FALSE
3608,3087,solved,521,FALSE
3607,3165,solved,442,FALSE
3606,3085,solved,521,FALSE
3605,3092,solved,513,FALSE
3604,3195,solved,409,FALSE
3603,3192,solved,411,FALSE
3602,3190,solved,412,FALSE
3601,3189,solved,412,FALSE
3600,3187,solved,413,FALSE
3599,,empty in typus,3599,FALSE
3598,,empty in typus,3598,FALSE
3597,,empty in typus,3597,FALSE
3596,4403,,-807,FALSE
3595,4156,,-561,FALSE
3594,none,,#VALUE!,#VALUE!
3593,2194,,1399,FALSE
3592,1785,,1807,FALSE
3591,,empty in typus,3591,FALSE
3590,,empty in typus,3590,FALSE
3589,,empty in typus,3589,FALSE
3588,,empty in typus,3588,FALSE
3587,,empty in typus,3587,FALSE
3586,,empty in typus,3586,FALSE
3585,,empty in typus,3585,FALSE
3584,,empty in typus,3584,FALSE
3583,,empty in typus,3583,FALSE
3582,,empty in typus,3582,FALSE
3581,,empty in typus,3581,FALSE
3580,,empty in typus,3580,FALSE
3579,,empty in typus,3579,FALSE
3578,,empty in typus,3578,FALSE
3577,,empty in typus,3577,FALSE
3576,,empty in typus,3576,FALSE
3575,,empty in typus,3575,FALSE
3574,,empty in typus,3574,FALSE
3573,,empty in typus,3573,FALSE
3572,,empty in typus,3572,FALSE
3571,,empty in typus,3571,FALSE
3570,,empty in typus,3570,FALSE
3569,,empty in typus,3569,FALSE
3568,,empty in typus,3568,FALSE
3567,,empty in typus,3567,FALSE
3566,,empty in typus,3566,FALSE
3565,,empty in typus,3565,FALSE
3564,,empty in typus,3564,FALSE
3563,,empty in typus,3563,FALSE
3562,,empty in typus,3562,FALSE
3561,,empty in typus,3561,FALSE
3560,,empty in typus,3560,FALSE
3559,,empty in typus,3559,FALSE
3558,,empty in typus,3558,FALSE
3557,,empty in typus,3557,FALSE
3556,,empty in typus,3556,FALSE
3555,,empty in typus,3555,FALSE
3554,,empty in typus,3554,FALSE
3553,,empty in typus,3553,FALSE
3552,,empty in typus,3552,FALSE
3551,,empty in typus,3551,FALSE
3550,,empty in typus,3550,FALSE
3549,,empty in typus,3549,FALSE
3548,,empty in typus,3548,FALSE
3547,,empty in typus,3547,FALSE
3546,,empty in typus,3546,FALSE
3545,,empty in typus,3545,FALSE
3544,,empty in typus,3544,FALSE
3543,,empty in typus,3543,FALSE
3542,,empty in typus,3542,FALSE
3541,,empty in typus,3541,FALSE
3540,,empty in typus,3540,FALSE
3539,,empty in typus,3539,FALSE
3538,,empty in typus,3538,FALSE
3537,,empty in typus,3537,FALSE
3536,,empty in typus,3536,FALSE
3535,,empty in typus,3535,FALSE
3534,,empty in typus,3534,FALSE
3533,,empty in typus,3533,FALSE
3532,,empty in typus,3532,FALSE
3531,,empty in typus,3531,FALSE
3530,,empty in typus,3530,FALSE
3529,,empty in typus,3529,FALSE
3528,,empty in typus,3528,FALSE
3527,,empty in typus,3527,FALSE
3526,,empty in typus,3526,FALSE
3525,,empty in typus,3525,FALSE
3524,,empty in typus,3524,FALSE
3523,,empty in typus,3523,FALSE
3522,,empty in typus,3522,FALSE
3521,,empty in typus,3521,FALSE
3520,,empty in typus,3520,FALSE
3519,,empty in typus,3519,FALSE
3518,,empty in typus,3518,FALSE
3517,,empty in typus,3517,FALSE
3516,,empty in typus,3516,FALSE
3515,,empty in typus,3515,FALSE
3514,,empty in typus,3514,FALSE
3513,,empty in typus,3513,FALSE
3512,,empty in typus,3512,FALSE
3511,,empty in typus,3511,FALSE
3510,,empty in typus,3510,FALSE
3509,,empty in typus,3509,FALSE
3508,,empty in typus,3508,FALSE
3507,,empty in typus,3507,FALSE
3506,,empty in typus,3506,FALSE
3505,,empty in typus,3505,FALSE
3504,,empty in typus,3504,FALSE
3503,,empty in typus,3503,FALSE
3502,,empty in typus,3502,FALSE
3501,,empty in typus,3501,FALSE
3500,,empty in typus,3500,FALSE
3499,,empty in typus,3499,FALSE
3498,,empty in typus,3498,FALSE
3497,,empty in typus,3497,FALSE
3496,,empty in typus,3496,FALSE
3495,,empty in typus,3495,FALSE
3494,,empty in typus,3494,FALSE
3493,,empty in typus,3493,FALSE
3492,,empty in typus,3492,FALSE
3491,,empty in typus,3491,FALSE
3490,,empty in typus,3490,FALSE
3489,,empty in typus,3489,FALSE
3488,,empty in typus,3488,FALSE
3487,,empty in typus,3487,FALSE
3486,,empty in typus,3486,FALSE
3485,,empty in typus,3485,FALSE
3484,,empty in typus,3484,FALSE
3483,,empty in typus,3483,FALSE
3482,,empty in typus,3482,FALSE
3481,,empty in typus,3481,FALSE
3480,,empty in typus,3480,FALSE
3479,,empty in typus,3479,FALSE
3478,,empty in typus,3478,FALSE
3477,,empty in typus,3477,FALSE
3476,,empty in typus,3476,FALSE
3475,,empty in typus,3475,FALSE
3474,,empty in typus,3474,FALSE
3473,,empty in typus,3473,FALSE
3472,,empty in typus,3472,FALSE
3471,,empty in typus,3471,FALSE
3470,,empty in typus,3470,FALSE
3469,,empty in typus,3469,FALSE
3468,,empty in typus,3468,FALSE
3467,,empty in typus,3467,FALSE
3466,,empty in typus,3466,FALSE
3465,,empty in typus,3465,FALSE
3464,,empty in typus,3464,FALSE
3463,,empty in typus,3463,FALSE
3462,,empty in typus,3462,FALSE
3461,,empty in typus,3461,FALSE
3460,,empty in typus,3460,FALSE
3459,,empty in typus,3459,FALSE
3458,,empty in typus,3458,FALSE
3457,,empty in typus,3457,FALSE
3456,,empty in typus,3456,FALSE
3455,,empty in typus,3455,FALSE
3454,,empty in typus,3454,FALSE
3453,,empty in typus,3453,FALSE
3452,,empty in typus,3452,FALSE
3451,,empty in typus,3451,FALSE
3450,,empty in typus,3450,FALSE
3449,,empty in typus,3449,FALSE
3448,,empty in typus,3448,FALSE
3447,,empty in typus,3447,FALSE
3446,,empty in typus,3446,FALSE
3445,,empty in typus,3445,FALSE
3444,,empty in typus,3444,FALSE
3443,,empty in typus,3443,FALSE
3442,,empty in typus,3442,FALSE
3441,,empty in typus,3441,FALSE
3440,,empty in typus,3440,FALSE
3439,,empty in typus,3439,FALSE
3438,,empty in typus,3438,FALSE
3437,,empty in typus,3437,FALSE
3436,,empty in typus,3436,FALSE
3435,,empty in typus,3435,FALSE
3434,,empty in typus,3434,FALSE
3433,,empty in typus,3433,FALSE
3432,,empty in typus,3432,FALSE
3431,,empty in typus,3431,FALSE
3430,,empty in typus,3430,FALSE
3429,,empty in typus,3429,FALSE
3428,,empty in typus,3428,FALSE
3427,,empty in typus,3427,FALSE
3426,,empty in typus,3426,FALSE
3425,,empty in typus,3425,FALSE
3424,,empty in typus,3424,FALSE
3423,,empty in typus,3423,FALSE
3422,,empty in typus,3422,FALSE
3421,,empty in typus,3421,FALSE
3420,,empty in typus,3420,FALSE
3419,,empty in typus,3419,FALSE
3418,,empty in typus,3418,FALSE
3417,,empty in typus,3417,FALSE
3416,,empty in typus,3416,FALSE
3415,,empty in typus,3415,FALSE
3414,,empty in typus,3414,FALSE
3413,,empty in typus,3413,FALSE
3412,,empty in typus,3412,FALSE
3411,,empty in typus,3411,FALSE
3410,,empty in typus,3410,FALSE
3409,,empty in typus,3409,FALSE
3408,,empty in typus,3408,FALSE
3407,,empty in typus,3407,FALSE
3406,,empty in typus,3406,FALSE
3405,,empty in typus,3405,FALSE
3404,,empty in typus,3404,FALSE
3403,,empty in typus,3403,FALSE
3402,,empty in typus,3402,FALSE
3401,,empty in typus,3401,FALSE
3400,,empty in typus,3400,FALSE
3399,,empty in typus,3399,FALSE
3398,,empty in typus,3398,FALSE
3397,,empty in typus,3397,FALSE
3396,,empty in typus,3396,FALSE
3395,,empty in typus,3395,FALSE
3394,,empty in typus,3394,FALSE
3393,,empty in typus,3393,FALSE
3392,,empty in typus,3392,FALSE
3391,,empty in typus,3391,FALSE
3390,,empty in typus,3390,FALSE
3389,,empty in typus,3389,FALSE
3388,,empty in typus,3388,FALSE
3387,,empty in typus,3387,FALSE
3386,,empty in typus,3386,FALSE
3385,,empty in typus,3385,FALSE
3384,,empty in typus,3384,FALSE
3383,,empty in typus,3383,FALSE
3382,,empty in typus,3382,FALSE
3381,,empty in typus,3381,FALSE
3380,,empty in typus,3380,FALSE
3379,,empty in typus,3379,FALSE
3378,,empty in typus,3378,FALSE
3377,,empty in typus,3377,FALSE
3376,,empty in typus,3376,FALSE
3375,,empty in typus,3375,FALSE
3374,,empty in typus,3374,FALSE
3373,,empty in typus,3373,FALSE
3372,,empty in typus,3372,FALSE
3371,,empty in typus,3371,FALSE
3370,,empty in typus,3370,FALSE
3369,,empty in typus,3369,FALSE
3368,,empty in typus,3368,FALSE
3367,,empty in typus,3367,FALSE
3366,,empty in typus,3366,FALSE
3365,,empty in typus,3365,FALSE
3364,,empty in typus,3364,FALSE
3363,,empty in typus,3363,FALSE
3362,,empty in typus,3362,FALSE
3361,,empty in typus,3361,FALSE
3360,,empty in typus,3360,FALSE
3359,,empty in typus,3359,FALSE
3358,,empty in typus,3358,FALSE
3357,,empty in typus,3357,FALSE
3356,,empty in typus,3356,FALSE
3355,,empty in typus,3355,FALSE
3354,,empty in typus,3354,FALSE
3353,,empty in typus,3353,FALSE
3352,,empty in typus,3352,FALSE
3351,,empty in typus,3351,FALSE
3350,,empty in typus,3350,FALSE
3349,,empty in typus,3349,FALSE
3348,,empty in typus,3348,FALSE
3347,,empty in typus,3347,FALSE
3346,,empty in typus,3346,FALSE
3345,,empty in typus,3345,FALSE
3344,,empty in typus,3344,FALSE
3343,,empty in typus,3343,FALSE
3342,,empty in typus,3342,FALSE
3341,,empty in typus,3341,FALSE
3340,,empty in typus,3340,FALSE
3339,,empty in typus,3339,FALSE
3338,,empty in typus,3338,FALSE
3337,,empty in typus,3337,FALSE
3336,,empty in typus,3336,FALSE
3335,,empty in typus,3335,FALSE
3334,,empty in typus,3334,FALSE
3333,,empty in typus,3333,FALSE
3332,,empty in typus,3332,FALSE
3331,,empty in typus,3331,FALSE
3330,,empty in typus,3330,FALSE
3329,,empty in typus,3329,FALSE
3328,,empty in typus,3328,FALSE
3327,,empty in typus,3327,FALSE
3326,,empty in typus,3326,FALSE
3325,,empty in typus,3325,FALSE
3324,,empty in typus,3324,FALSE
3323,,empty in typus,3323,FALSE
3322,,empty in typus,3322,FALSE
3321,,empty in typus,3321,FALSE
3320,,empty in typus,3320,FALSE
3319,,empty in typus,3319,FALSE
3318,,empty in typus,3318,FALSE
3317,,empty in typus,3317,FALSE
3316,,empty in typus,3316,FALSE
3315,,empty in typus,3315,FALSE
3314,,empty in typus,3314,FALSE
3313,,empty in typus,3313,FALSE
3312,,empty in typus,3312,FALSE
3311,,empty in typus,3311,FALSE
3310,,empty in typus,3310,FALSE
3309,,empty in typus,3309,FALSE
3308,,empty in typus,3308,FALSE
3307,,empty in typus,3307,FALSE
3306,,empty in typus,3306,FALSE
3305,,empty in typus,3305,FALSE
3304,,empty in typus,3304,FALSE
3303,,empty in typus,3303,FALSE
3302,,empty in typus,3302,FALSE
3301,,empty in typus,3301,FALSE
3300,,empty in typus,3300,FALSE
3299,,empty in typus,3299,FALSE
3298,,empty in typus,3298,FALSE
